itinerary_day_id,itinerary_id,date
521,171,2018-12-05
522,172,2018-06-16
523,172,2018-06-17
524,172,2018-06-18
525,172,2018-06-19
526,172,2018-06-20
527,172,2018-06-21
528,173,2017-10-09
529,173,2017-10-10
530,173,2017-10-11
531,174,2017-09-03
532,174,2017-09-04
533,175,2018-09-14
534,175,2018-09-15
535,176,2018-02-08
536,177,2017-10-02
537,177,2017-10-03
538,178,2018-03-24
539,178,2018-03-25
540,178,2018-03-26
541,179,2017-11-09
542,179,2017-11-10
543,179,2017-11-11
544,179,2017-11-12
545,180,2017-10-02
546,180,2017-10-03
547,180,2017-10-04
548,180,2017-10-05
549,180,2017-10-06
550,181,2018-05-21
551,181,2018-05-22
552,182,2018-09-07
553,182,2018-09-08
554,182,2018-09-09
555,183,2017-11-15
556,183,2017-11-16
557,183,2017-11-17
558,183,2017-11-18
559,183,2017-11-19
560,183,2017-11-20
561,184,2017-09-16
562,185,2018-10-18
563,185,2018-10-19
564,185,2018-10-20
565,186,2018-07-23
566,186,2018-07-24
567,186,2018-07-25
568,186,2018-07-26
569,186,2018-07-27
570,187,2018-06-11
571,187,2018-06-12
572,188,2018-01-16
573,188,2018-01-17
574,189,2017-09-14
575,189,2017-09-15
576,189,2017-09-16
577,189,2017-09-17
578,190,2017-09-02
579,190,2017-09-03
580,190,2017-09-04
581,190,2017-09-05
582,190,2017-09-06
583,190,2017-09-07
584,190,2017-09-08
585,191,2017-08-12
586,191,2017-08-13
587,192,2017-08-23
588,192,2017-08-24
589,192,2017-08-25
590,193,2018-04-15
591,193,2018-04-16
592,194,2018-03-11
593,195,2018-12-09
594,195,2018-12-10
595,196,2018-06-12
596,197,2018-07-06
597,197,2018-07-07
598,197,2018-07-08
599,197,2018-07-09
600,197,2018-07-10
601,197,2018-07-11
602,198,2018-03-05
603,198,2018-03-06
604,198,2018-03-07
605,199,2017-08-18
606,199,2017-08-19
607,199,2017-08-20
608,200,2018-04-21
609,200,2018-04-22
610,200,2018-04-23
611,200,2018-04-24
612,200,2018-04-25
613,200,2018-04-26
614,200,2018-04-27
615,201,2018-06-18
616,201,2018-06-19
617,202,2018-08-10
618,202,2018-08-11
619,203,2018-05-13
620,203,2018-05-14
621,203,2018-05-15
622,203,2018-05-16
623,204,2018-09-07
624,205,2018-03-17
625,205,2018-03-18
626,205,2018-03-19
627,205,2018-03-20
628,206,2017-08-08
629,206,2017-08-09
630,207,2018-05-01
631,207,2018-05-02
632,207,2018-05-03
633,208,2017-09-04
634,209,2018-08-13
635,209,2018-08-14
636,209,2018-08-15
637,209,2018-08-16
638,210,2017-12-27
639,210,2017-12-28
640,210,2017-12-29
641,211,2018-11-16
642,211,2018-11-17
643,211,2018-11-18
644,211,2018-11-19
645,211,2018-11-20
646,211,2018-11-21
647,211,2018-11-22
648,211,2018-11-23
649,212,2018-10-13
650,212,2018-10-14
651,212,2018-10-15
652,213,2018-01-02
653,213,2018-01-03
654,213,2018-01-04
655,214,2018-05-16
656,215,2018-02-20
657,215,2018-02-21
658,215,2018-02-22
659,216,2017-12-29
660,216,2017-12-30
661,216,2017-12-31
662,216,2018-01-01
663,217,2017-09-30
664,218,2018-09-16
665,218,2018-09-17
666,219,2017-12-26
667,219,2017-12-27
668,219,2017-12-28
669,220,2018-02-28
670,220,2018-03-01
671,220,2018-03-02
672,221,2018-06-24
673,221,2018-06-25
674,222,2018-07-17
675,222,2018-07-18
676,222,2018-07-19
677,222,2018-07-20
678,222,2018-07-21
679,223,2018-02-22
680,223,2018-02-23
681,223,2018-02-24
682,224,2018-05-22
683,225,2017-10-18
684,225,2017-10-19
685,226,2017-10-06
686,226,2017-10-07
687,226,2017-10-08
688,227,2018-05-27
689,227,2018-05-28
690,228,2017-08-11
691,229,2017-12-15
692,230,2017-10-23
693,230,2017-10-24
694,230,2017-10-25
695,231,2017-10-10
696,231,2017-10-11
697,231,2017-10-12
698,232,2018-10-02
699,232,2018-10-03
700,232,2018-10-04
701,232,2018-10-05
702,233,2018-07-23
703,233,2018-07-24
704,234,2018-06-26
705,234,2018-06-27
706,234,2018-06-28
707,234,2018-06-29
708,235,2017-09-08
709,236,2018-12-21
710,236,2018-12-22
711,236,2018-12-23
712,236,2018-12-24
713,236,2018-12-25
714,236,2018-12-26
715,236,2018-12-27
716,237,2018-06-06
717,237,2018-06-07
718,237,2018-06-08
719,238,2018-11-10
720,238,2018-11-11
721,238,2018-11-12
722,239,2018-07-25
723,239,2018-07-26
724,240,2018-09-07
725,241,2018-08-24
726,241,2018-08-25
727,242,2017-08-14
728,242,2017-08-15
729,243,2018-02-24
730,244,2018-08-15
731,244,2018-08-16
732,245,2018-03-29
733,245,2018-03-30
734,245,2018-03-31
735,245,2018-04-01
736,246,2018-07-01
737,247,2018-07-11
738,247,2018-07-12
739,248,2018-05-14
740,248,2018-05-15
741,248,2018-05-16
742,248,2018-05-17
743,249,2018-10-22
744,249,2018-10-23
745,250,2018-06-13
746,250,2018-06-14
747,250,2018-06-15
748,250,2018-06-16
749,251,2017-08-10
750,251,2017-08-11
751,251,2017-08-12
752,252,2018-09-18
753,252,2018-09-19
754,253,2018-09-03
755,253,2018-09-04
756,253,2018-09-05
757,253,2018-09-06
758,254,2017-10-16
759,254,2017-10-17
760,255,2018-09-22
761,256,2018-11-16
762,256,2018-11-17
763,257,2017-11-19
764,258,2018-02-22
765,258,2018-02-23
766,258,2018-02-24
767,258,2018-02-25
768,258,2018-02-26
769,259,2018-04-09
770,259,2018-04-10
771,260,2018-08-13
772,260,2018-08-14
773,260,2018-08-15
774,260,2018-08-16
775,260,2018-08-17
776,261,2017-12-29
777,261,2017-12-30
778,261,2017-12-31
779,261,2018-01-01
780,261,2018-01-02
781,262,2018-07-10
782,262,2018-07-11
783,262,2018-07-12
784,262,2018-07-13
785,263,2018-10-20
786,263,2018-10-21
787,263,2018-10-22
788,264,2017-09-25
789,264,2017-09-26
790,264,2017-09-27
791,264,2017-09-28
792,265,2018-12-10
793,265,2018-12-11
794,265,2018-12-12
795,265,2018-12-13
796,265,2018-12-14
797,265,2018-12-15
798,265,2018-12-16
799,265,2018-12-17
800,266,2018-10-04
801,266,2018-10-05
802,266,2018-10-06
803,267,2018-03-23
804,268,2018-05-21
805,268,2018-05-22
806,268,2018-05-23
807,269,2018-09-07
808,269,2018-09-08
809,269,2018-09-09
810,269,2018-09-10
811,270,2018-09-18
812,270,2018-09-19
813,271,2017-10-16
814,271,2017-10-17
815,272,2018-03-20
816,272,2018-03-21
817,272,2018-03-22
818,273,2017-09-15
819,273,2017-09-16
820,273,2017-09-17
821,274,2018-02-19
822,275,2018-03-23
823,275,2018-03-24
824,275,2018-03-25
825,275,2018-03-26
826,275,2018-03-27
827,276,2018-10-18
828,277,2018-03-04
829,277,2018-03-05
830,278,2018-04-30
831,278,2018-05-01
832,278,2018-05-02
833,279,2017-09-09
834,279,2017-09-10
835,280,2018-09-28
836,280,2018-09-29
837,280,2018-09-30
838,280,2018-10-01
839,281,2018-03-18
840,282,2018-01-29
841,282,2018-01-30
842,282,2018-01-31
843,283,2018-04-08
844,284,2018-06-18
845,284,2018-06-19
846,284,2018-06-20
847,285,2018-05-30
848,285,2018-05-31
849,285,2018-06-01
850,285,2018-06-02
851,286,2018-11-04
852,286,2018-11-05
853,287,2018-05-13
854,288,2018-01-20
855,289,2018-06-27
856,290,2017-12-07
857,290,2017-12-08
858,290,2017-12-09
859,291,2018-04-05
860,292,2018-05-02
861,292,2018-05-03
862,293,2017-10-02
863,293,2017-10-03
864,293,2017-10-04
865,294,2018-05-29
866,294,2018-05-30
867,294,2018-05-31
868,294,2018-06-01
869,295,2018-08-04
870,296,2018-03-24
871,296,2018-03-25
872,296,2018-03-26
873,296,2018-03-27
874,297,2017-10-21
875,297,2017-10-22
876,297,2017-10-23
877,297,2017-10-24
878,298,2018-05-13
879,298,2018-05-14
880,299,2017-09-08
881,300,2017-10-20
882,300,2017-10-21
883,300,2017-10-22
884,301,2018-03-16
885,301,2018-03-17
886,301,2018-03-18
887,301,2018-03-19
888,302,2017-10-23
889,303,2018-10-24
890,303,2018-10-25
891,303,2018-10-26
892,303,2018-10-27
893,304,2018-08-06
894,304,2018-08-07
895,304,2018-08-08
896,305,2018-08-13
897,305,2018-08-14
898,305,2018-08-15
899,306,2018-03-10
900,306,2018-03-11
901,306,2018-03-12
902,306,2018-03-13
903,307,2018-05-11
904,307,2018-05-12
905,307,2018-05-13
906,307,2018-05-14
907,308,2017-10-23
908,309,2018-04-01
909,310,2018-06-19
910,310,2018-06-20
911,310,2018-06-21
912,310,2018-06-22
913,311,2017-10-13
914,312,2018-10-14
915,313,2018-11-19
916,313,2018-11-20
917,313,2018-11-21
918,314,2018-06-08
919,315,2018-06-08
920,316,2018-05-31
921,316,2018-06-01
922,316,2018-06-02
923,317,2017-09-18
924,317,2017-09-19
925,318,2018-10-13
926,318,2018-10-14
927,318,2018-10-15
928,319,2018-07-01
929,319,2018-07-02
930,319,2018-07-03
931,319,2018-07-04
932,320,2017-08-26
933,321,2018-04-11
934,321,2018-04-12
935,321,2018-04-13
936,321,2018-04-14
937,322,2018-07-04
938,322,2018-07-05
939,322,2018-07-06
940,322,2018-07-07
941,323,2018-12-08
942,323,2018-12-09
943,323,2018-12-10
944,323,2018-12-11
945,324,2018-06-18
946,325,2017-12-27
947,325,2017-12-28
948,325,2017-12-29
949,326,2017-08-08
950,326,2017-08-09
951,326,2017-08-10
952,327,2017-12-09
953,327,2017-12-10
954,327,2017-12-11
955,327,2017-12-12
956,328,2017-08-14
957,329,2018-04-08
958,329,2018-04-09
959,329,2018-04-10
960,329,2018-04-11
961,329,2018-04-12
962,330,2018-10-11
963,331,2018-12-05
964,331,2018-12-06
965,331,2018-12-07
966,331,2018-12-08
967,331,2018-12-09
968,331,2018-12-10
969,331,2018-12-11
970,331,2018-12-12
971,331,2018-12-13
972,331,2018-12-14
973,332,2018-08-25
974,332,2018-08-26
975,332,2018-08-27
976,333,2018-10-19
977,333,2018-10-20
978,333,2018-10-21
979,334,2018-07-08
980,334,2018-07-09
981,334,2018-07-10
982,334,2018-07-11
983,335,2017-11-20
984,335,2017-11-21
985,336,2018-04-01
986,336,2018-04-02
987,336,2018-04-03
988,336,2018-04-04
989,337,2017-10-22
990,337,2017-10-23
991,337,2017-10-24
992,338,2018-09-19
993,339,2018-02-28
994,339,2018-03-01
995,340,2018-04-10
996,340,2018-04-11
997,340,2018-04-12
998,340,2018-04-13
999,341,2018-10-13
1000,341,2018-10-14
1001,341,2018-10-15
1002,342,2018-04-30
1003,342,2018-05-01
1004,342,2018-05-02
1005,342,2018-05-03
1006,342,2018-05-04
1007,342,2018-05-05
1008,342,2018-05-06
1009,343,2018-12-05
1010,343,2018-12-06
1011,343,2018-12-07
1012,343,2018-12-08
1013,344,2018-11-23
1014,344,2018-11-24
1015,345,2018-04-04
1016,345,2018-04-05
1017,346,2018-04-06
1018,347,2018-02-11
1019,347,2018-02-12
1020,347,2018-02-13
1021,348,2018-04-23
1022,348,2018-04-24
1023,348,2018-04-25
1024,349,2018-02-28
1025,349,2018-03-01
1026,349,2018-03-02
1027,350,2018-10-17
1028,351,2018-06-24
1029,351,2018-06-25
1030,352,2018-06-18
1031,352,2018-06-19
1032,352,2018-06-20
1033,352,2018-06-21
1034,352,2018-06-22
1035,352,2018-06-23
1036,353,2018-08-30
1037,353,2018-08-31
1038,353,2018-09-01
1039,353,2018-09-02
1040,354,2018-03-20
1041,354,2018-03-21
1042,354,2018-03-22
1043,354,2018-03-23
1044,354,2018-03-24
1045,355,2018-11-18
1046,355,2018-11-19
1047,355,2018-11-20
1048,356,2017-11-09
1049,356,2017-11-10
1050,356,2017-11-11
1051,357,2018-08-25
1052,357,2018-08-26
1053,357,2018-08-27
1054,358,2017-12-05
1055,358,2017-12-06
1056,358,2017-12-07
1057,359,2018-04-06
1058,360,2018-08-03
1059,360,2018-08-04
1060,360,2018-08-05
1061,360,2018-08-06
1062,361,2017-10-14
1063,361,2017-10-15
1064,362,2018-10-15
1065,363,2017-12-24
1066,363,2017-12-25
1067,363,2017-12-26
1068,363,2017-12-27
1069,364,2018-03-05
1070,364,2018-03-06
1071,364,2018-03-07
1072,365,2018-03-24
1073,365,2018-03-25
1074,365,2018-03-26
1075,365,2018-03-27
1076,366,2018-05-04
1077,366,2018-05-05
1078,366,2018-05-06
1079,366,2018-05-07
1080,367,2018-06-14
1081,367,2018-06-15
1082,367,2018-06-16
1083,368,2018-04-03
1084,368,2018-04-04
1085,369,2018-06-14
1086,369,2018-06-15
1087,369,2018-06-16
1088,370,2018-06-10
1089,371,2018-02-04
1090,371,2018-02-05
1091,371,2018-02-06
1092,371,2018-02-07
1093,371,2018-02-08
1094,372,2017-09-10
1095,373,2017-12-17
1096,373,2017-12-18
1097,373,2017-12-19
1098,374,2018-12-05
1099,374,2018-12-06
1100,374,2018-12-07
1101,374,2018-12-08
1102,375,2018-06-21
1103,375,2018-06-22
1104,376,2018-03-24
1105,376,2018-03-25
1106,376,2018-03-26
1107,376,2018-03-27
1108,377,2018-08-22
1109,377,2018-08-23
1110,377,2018-08-24
1111,377,2018-08-25
1112,378,2018-11-19
1113,379,2018-04-07
1114,380,2018-06-17
1115,380,2018-06-18
1116,380,2018-06-19
1117,380,2018-06-20
1118,380,2018-06-21
1119,381,2018-06-10
1120,381,2018-06-11
1121,382,2018-06-08
1122,383,2018-12-02
1123,383,2018-12-03
1124,383,2018-12-04
1125,383,2018-12-05
1126,384,2018-08-21
1127,385,2017-10-07
1128,385,2017-10-08
1129,385,2017-10-09
1130,385,2017-10-10
1131,386,2018-11-29
1132,387,2018-01-02
1133,388,2018-04-23
1134,389,2018-11-13
1135,389,2018-11-14
1136,390,2018-03-19
1137,390,2018-03-20
1138,391,2017-09-25
1139,391,2017-09-26
1140,391,2017-09-27
1141,391,2017-09-28
1142,392,2017-10-20
1143,392,2017-10-21
1144,393,2018-08-03
1145,393,2018-08-04
1146,393,2018-08-05
1147,393,2018-08-06
1148,393,2018-08-07
1149,393,2018-08-08
1150,393,2018-08-09
1151,394,2017-10-16
1152,394,2017-10-17
1153,395,2018-02-03
1154,396,2018-09-03
1155,396,2018-09-04
1156,396,2018-09-05
1157,396,2018-09-06
1158,397,2018-09-16
1159,397,2018-09-17
1160,397,2018-09-18
1161,397,2018-09-19
1162,398,2018-04-26
1163,398,2018-04-27
1164,399,2018-04-09
1165,399,2018-04-10
1166,399,2018-04-11
1167,400,2018-03-16
1168,401,2018-04-20
1169,401,2018-04-21
1170,402,2018-07-30
1171,402,2018-07-31
1172,402,2018-08-01
1173,403,2018-10-11
1174,403,2018-10-12
1175,403,2018-10-13
1176,404,2017-12-30
1177,404,2017-12-31
1178,404,2018-01-01
1179,404,2018-01-02
1180,404,2018-01-03
1181,405,2018-08-22
1182,405,2018-08-23
1183,405,2018-08-24
1184,405,2018-08-25
1185,406,2017-07-01
1186,406,2017-07-02
1187,407,2018-06-11
1188,407,2018-06-12
1189,407,2018-06-13
1190,407,2018-06-14
1191,407,2018-06-15
1192,407,2018-06-16
1193,407,2018-06-17
1194,408,2017-11-02
1195,408,2017-11-03
1196,408,2017-11-04
1197,409,2017-09-06
1198,409,2017-09-07
1199,409,2017-09-08
1200,409,2017-09-09
1201,410,2018-09-02
1202,410,2018-09-03
1203,410,2018-09-04
1204,410,2018-09-05
1205,411,2018-12-30
1206,411,2018-12-31
1207,412,2018-05-21
1208,413,2018-05-12
1209,414,2018-12-08
1210,414,2018-12-09
1211,414,2018-12-10
1212,415,2018-01-06
1213,415,2018-01-07
1214,415,2018-01-08
1215,415,2018-01-09
1216,416,2018-08-28
1217,416,2018-08-29
1218,416,2018-08-30
1219,416,2018-08-31
1220,416,2018-09-01
1221,416,2018-09-02
1222,416,2018-09-03
1223,417,2018-03-13
1224,417,2018-03-14
1225,417,2018-03-15
1226,418,2018-06-15
1227,418,2018-06-16
1228,418,2018-06-17
1229,418,2018-06-18
1230,418,2018-06-19
1231,419,2018-06-29
1232,419,2018-06-30
1233,419,2018-07-01
1234,420,2017-07-27
1235,420,2017-07-28
1236,420,2017-07-29
1237,420,2017-07-30
1238,420,2017-07-31
1239,420,2017-08-01
1240,420,2017-08-02
1241,420,2017-08-03
1242,420,2017-08-04
1243,420,2017-08-05
1244,421,2018-04-15
1245,421,2018-04-16
1246,421,2018-04-17
