address,place_id,distance_km,photo_url,photo_reference,image_url
"Carrer dels Set Cantons, 6, Palma",PLACE_72,0.1208433502295663,,AeeoHcKKBINplp7f8uFYHopkvp1-Rn1dlzSQQnVlK2ykTiCcrjN9QZFccqMFJxLMMuNA9JN5KFRlGKLDj7iQxAmhVEjQ8z1wOxfwOAEpt3fl7rGw5OHrsQJ01ZEnm9Vvbh8WF8n6mUPJsBoj8rvNOOoaHPI5TVYWc86gbpCiyUCTU5NNwvOJv6OQjT7vKf20X52-a4y7HelgaGdA3G4-4jmuo7NWhEu9W9v972zTDF4QgUzN-7Y4t-u9FVW9gIjG2SgZIBoM9klOpJeYI2o2a_L1h0_ow5BnEsOZ2FFOD-eImQD81r252rs,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AeeoHcKKBINplp7f8uFYHopkvp1-Rn1dlzSQQnVlK2ykTiCcrjN9QZFccqMFJxLMMuNA9JN5KFRlGKLDj7iQxAmhVEjQ8z1wOxfwOAEpt3fl7rGw5OHrsQJ01ZEnm9Vvbh8WF8n6mUPJsBoj8rvNOOoaHPI5TVYWc86gbpCiyUCTU5NNwvOJv6OQjT7vKf20X52-a4y7HelgaGdA3G4-4jmuo7NWhEu9W9v972zTDF4QgUzN-7Y4t-u9FVW9gIjG2SgZIBoM9klOpJeYI2o2a_L1h0_ow5BnEsOZ2FFOD-eImQD81r252rs&key=AIzaSyDWPErrV479Bg-7vV7q1QA6P22ORi-Xe_w
"Plaça del Marquès del Palmer, 2, Palma",PLACE_73,0.1774128991082079,,AeeoHcKbXeIyuYF_jiIXb0N4yQb7O4VUybfdS_k3WdGUPiTqMRGjpsdL6XhimAlJFpJDlPBuCa6a-N8b_DXQt1qYS_cw4l5JBYiO0WNCly_EQ5xYlu3yajuggHNYLVX9zbcEHqbdje-WUq7xre8o4pCVkhRRSj_Eng2fXcz1df34nGTuNZ5nmefphQdh7Rmnd_vmuw8DQW1q8IlyO6k7WnyKwbBiRfK6Nw-2YwVD4WQ6ZknLxTmQVoB9OsAORFckZt40PIHp2WHPOjO3uPbBWA0udHGV8SN3oFN8J3JQGNggm381dbW2WPk,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AeeoHcKbXeIyuYF_jiIXb0N4yQb7O4VUybfdS_k3WdGUPiTqMRGjpsdL6XhimAlJFpJDlPBuCa6a-N8b_DXQt1qYS_cw4l5JBYiO0WNCly_EQ5xYlu3yajuggHNYLVX9zbcEHqbdje-WUq7xre8o4pCVkhRRSj_Eng2fXcz1df34nGTuNZ5nmefphQdh7Rmnd_vmuw8DQW1q8IlyO6k7WnyKwbBiRfK6Nw-2YwVD4WQ6ZknLxTmQVoB9OsAORFckZt40PIHp2WHPOjO3uPbBWA0udHGV8SN3oFN8J3JQGNggm381dbW2WPk&key=AIzaSyDWPErrV479Bg-7vV7q1QA6P22ORi-Xe_w
"Plaça Nova de la Ferreria, 6, Palma",PLACE_74,0.4595392201489557,,AeeoHcIkQHtXP5Wij2m0q3R8wMHzwIeuNRGrImXZrADJdC0xJ7ev7JAN4D6Jj2mNtMzc67WwJXOSk2FbiRM8gqdIIRiuNjdr9gu0rKE9aJ744L10oUeo-nqLgXY3IiaxC6ALe8DCqBwI9VTP2mR6d9Kd3VPq9kkWVtOaJ6HwO7Od-5qQST7LxRxNmKvjCPlPktXdSKJQPX3bfcSL4SJ4ErAPC_p1d7rchJOlXx53jWZeObgoMKMd-mL1C_-FFKq6g0LSixdNTK1121XtK_oS3C_kHXg1t1vLfktp1LICOwmuJZeOt2a2Nlo,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AeeoHcIkQHtXP5Wij2m0q3R8wMHzwIeuNRGrImXZrADJdC0xJ7ev7JAN4D6Jj2mNtMzc67WwJXOSk2FbiRM8gqdIIRiuNjdr9gu0rKE9aJ744L10oUeo-nqLgXY3IiaxC6ALe8DCqBwI9VTP2mR6d9Kd3VPq9kkWVtOaJ6HwO7Od-5qQST7LxRxNmKvjCPlPktXdSKJQPX3bfcSL4SJ4ErAPC_p1d7rchJOlXx53jWZeObgoMKMd-mL1C_-FFKq6g0LSixdNTK1121XtK_oS3C_kHXg1t1vLfktp1LICOwmuJZeOt2a2Nlo&key=AIzaSyDWPErrV479Bg-7vV7q1QA6P22ORi-Xe_w
"Carrer del Socors, 50, Palma",PLACE_75,0.5197721467099307,,AeeoHcJFelvLbOjb-530fpKlmpqjHjaimlVE57YqgRXRdaw1YOui2Tp_bPsEA8JuTcK06dkr7a8Xb9lwK-zT7mtARDFAmi14Xmln22Liul-K4rSXtmr4oJODPDFFjbf8wVemM5gM6A866y0A_z7W02Jfiw561XAhivLxCzNEFRaYTSzrKlH07CRVVmNd0m9XTnVIqaOLqcsQSo1NaH6MeelyxVCgrY5_BgAITSsjDHOL2hTM1JbJEqTfUpH0GJ4BS1KBdE_2qTWf71izrzNzHY7NxKto2GNCBqH15z8lWAHJ1B-bNaeg5xk,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AeeoHcJFelvLbOjb-530fpKlmpqjHjaimlVE57YqgRXRdaw1YOui2Tp_bPsEA8JuTcK06dkr7a8Xb9lwK-zT7mtARDFAmi14Xmln22Liul-K4rSXtmr4oJODPDFFjbf8wVemM5gM6A866y0A_z7W02Jfiw561XAhivLxCzNEFRaYTSzrKlH07CRVVmNd0m9XTnVIqaOLqcsQSo1NaH6MeelyxVCgrY5_BgAITSsjDHOL2hTM1JbJEqTfUpH0GJ4BS1KBdE_2qTWf71izrzNzHY7NxKto2GNCBqH15z8lWAHJ1B-bNaeg5xk&key=AIzaSyDWPErrV479Bg-7vV7q1QA6P22ORi-Xe_w
"Carrer de Bonaire, 14, Palma",PLACE_76,0.6053916144120157,,AeeoHcKcp1PJon7kE5Eqh0hnWmUbm1OTXdxckWNAv4T-wSnEqXjp_PQuhx5LIHt0DOUqgE8azasWFg_oTIWu3oQLGDXH5tQgX0Lbo78ck3NjJS1fex6gN-WneBOsYsamCjsFPT6DDDOouOSTdDvvJgipnpC-ocdlrsrYP820JJWqRK1NjOGBB4ivB5mzjC-Ts3BTiE13Si4zJOHkazKbdVUDmaRpN2aMbaJR5iMnRq84yWtpVtD3aNZ4674YvxGYzc6g6qJ2G6ab3h4zAMbJFMcdMft2LM3zJYsBUePgv2NwUJN7vW1cHCc,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AeeoHcKcp1PJon7kE5Eqh0hnWmUbm1OTXdxckWNAv4T-wSnEqXjp_PQuhx5LIHt0DOUqgE8azasWFg_oTIWu3oQLGDXH5tQgX0Lbo78ck3NjJS1fex6gN-WneBOsYsamCjsFPT6DDDOouOSTdDvvJgipnpC-ocdlrsrYP820JJWqRK1NjOGBB4ivB5mzjC-Ts3BTiE13Si4zJOHkazKbdVUDmaRpN2aMbaJR5iMnRq84yWtpVtD3aNZ4674YvxGYzc6g6qJ2G6ab3h4zAMbJFMcdMft2LM3zJYsBUePgv2NwUJN7vW1cHCc&key=AIzaSyDWPErrV479Bg-7vV7q1QA6P22ORi-Xe_w
"Carrer Miquel Santandreu, 16, Palma",PLACE_77,0.8651531507054852,,AeeoHcLey67hmr7V2Oo_bYsJwORxUgGg_NnbxY5B5E20XQorRLVPryoMxxr6qtQ2lhhwAOblHMsop81LO7RCfCQXyChXtm3WbMO78ATDiunzlC2JbaIs9v7WEui7X1Dv6xvK3LpLvQ4AEZ46MiSfKyKdwVkFa7KnHeOHXgJRBjJAwfEUUv15aitodcuhKFgJBcSRul88Rfcn5lqNbEv_Pvcz6PzsQMVKYH7-i098yASCTcu5WyPinWLLaKp3-kT4l3U1hXCVhvnuAKqCS-4YkQV1pIYl1XAsD7AEy8TwZHBiWXbW1CK2l1I,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AeeoHcLey67hmr7V2Oo_bYsJwORxUgGg_NnbxY5B5E20XQorRLVPryoMxxr6qtQ2lhhwAOblHMsop81LO7RCfCQXyChXtm3WbMO78ATDiunzlC2JbaIs9v7WEui7X1Dv6xvK3LpLvQ4AEZ46MiSfKyKdwVkFa7KnHeOHXgJRBjJAwfEUUv15aitodcuhKFgJBcSRul88Rfcn5lqNbEv_Pvcz6PzsQMVKYH7-i098yASCTcu5WyPinWLLaKp3-kT4l3U1hXCVhvnuAKqCS-4YkQV1pIYl1XAsD7AEy8TwZHBiWXbW1CK2l1I&key=AIzaSyDWPErrV479Bg-7vV7q1QA6P22ORi-Xe_w
"Carrer de Font i Monteros, 22, Palma",PLACE_78,0.8836395129855336,,AeeoHcIwyS6MyIiaQ1bW_wUUUP6jF6tLVgYXZxK00hST97oSvrnjguo-xA_jDuZwjcv4ZK7LdSQOo-gJQUt4xPQ-QkBKSqawwgYfQHjR_SZOewmJ_jH1oNwD6xJ8aev8mUwv2iwo2-krMUBGYjK3RWR8BuObM7DPFkE0h6sngyJIPX0uhdHhVmbXRJmSCEbWQ4qpPFCdntpNRkr04HIx02ElIbCXyZLiAdOrQjUMoSvV5HoFlmGcTG-n4hINOqVudl8TBGK_hY7z8Ba5ySckB9F-hSpzuSLc3Ism2CTg1ONrRlQb_cHVeZk,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AeeoHcIwyS6MyIiaQ1bW_wUUUP6jF6tLVgYXZxK00hST97oSvrnjguo-xA_jDuZwjcv4ZK7LdSQOo-gJQUt4xPQ-QkBKSqawwgYfQHjR_SZOewmJ_jH1oNwD6xJ8aev8mUwv2iwo2-krMUBGYjK3RWR8BuObM7DPFkE0h6sngyJIPX0uhdHhVmbXRJmSCEbWQ4qpPFCdntpNRkr04HIx02ElIbCXyZLiAdOrQjUMoSvV5HoFlmGcTG-n4hINOqVudl8TBGK_hY7z8Ba5ySckB9F-hSpzuSLc3Ism2CTg1ONrRlQb_cHVeZk&key=AIzaSyDWPErrV479Bg-7vV7q1QA6P22ORi-Xe_w
"Carrer Carles I, 8, Palma",PLACE_79,1.0343991998173447,,AeeoHcK-7_nbi-e6Nt1l_sXpNKUO2BWHADJCfXO6FyutcU5Vj1nsyefIcV7Oh48DHJyAYr3fx9yomAMH-CXux-zdHAEGKRmSbt24rR4vRaTmdthrlO7X0DLsj_CrSm9-AsJwoKpXFrAVQzLowm5KljkWHfdyeCHGA9m4-sOZxHVDsvH6yo7v-VwAuKkzYMWt2nHotfW9H17Ww-OA7dLyDWnR9AneEwxV3dGYH6AF0ogdwZInukuB20w_Cm9L-qEoTdL0GhcGvte_iVv5KCOHwfpG77wGYnfL1ohfJlR8o4kwz4rWRflBYq0,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AeeoHcK-7_nbi-e6Nt1l_sXpNKUO2BWHADJCfXO6FyutcU5Vj1nsyefIcV7Oh48DHJyAYr3fx9yomAMH-CXux-zdHAEGKRmSbt24rR4vRaTmdthrlO7X0DLsj_CrSm9-AsJwoKpXFrAVQzLowm5KljkWHfdyeCHGA9m4-sOZxHVDsvH6yo7v-VwAuKkzYMWt2nHotfW9H17Ww-OA7dLyDWnR9AneEwxV3dGYH6AF0ogdwZInukuB20w_Cm9L-qEoTdL0GhcGvte_iVv5KCOHwfpG77wGYnfL1ohfJlR8o4kwz4rWRflBYq0&key=AIzaSyDWPErrV479Bg-7vV7q1QA6P22ORi-Xe_w
"Carrer de Blanquerna, 10, Palma",PLACE_80,1.036011439863182,,AeeoHcKoZHIgtgLngdtApH0cO_rRPyCw1zl__v-8UIyaE_uVaZlgyz7SwVw7fSBLFVk2_f4ACjtiM_NVRZFyBwyC5v-jZ496m298MkxmMzRyx3ePMj9ku8TxPXnVHJIA_U8W5mxo5YC0esbi7CaJVaalrzjfttsXr1F7TxjfYVZZKGutU2hGDuWp3kRLntsan1Jp-jn7Z6DNBnL25N3HV2tR0DSrgG1qEzM-OnKbj-ZEOIdjvV4mkF7oB5c0mYaFME78yNCUw3Aa_n6RptumjZosI36BRKYMkXmjFodbfUL8uIHFjXtOnTE,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AeeoHcKoZHIgtgLngdtApH0cO_rRPyCw1zl__v-8UIyaE_uVaZlgyz7SwVw7fSBLFVk2_f4ACjtiM_NVRZFyBwyC5v-jZ496m298MkxmMzRyx3ePMj9ku8TxPXnVHJIA_U8W5mxo5YC0esbi7CaJVaalrzjfttsXr1F7TxjfYVZZKGutU2hGDuWp3kRLntsan1Jp-jn7Z6DNBnL25N3HV2tR0DSrgG1qEzM-OnKbj-ZEOIdjvV4mkF7oB5c0mYaFME78yNCUw3Aa_n6RptumjZosI36BRKYMkXmjFodbfUL8uIHFjXtOnTE&key=AIzaSyDWPErrV479Bg-7vV7q1QA6P22ORi-Xe_w
"Carrer d'Anníbal, 22, Palma",PLACE_81,1.0637197509104612,,AeeoHcL9iSdt2RhzbPSImoye3kgPDBNJEaBJ34ZTqllsQceJdruOGNO4ZLnxoGfCM_cW8XBi9ByhaTVDVAeP26oJ0bAmrRsLYGdIOdVXCb5tLQOls5A5nBrC2Bfw_j8jlS44SXvdivNi0ynNmkaJQKiiKkX3498QYmgS_aI_tr9uP97gdQCWFsEcFiOF5lZg0cdECWWpPYaNsCp9ZZhSgATxaVSykPq6mh_pwQw6sOszTf5kdqiyy8W1H7TdqoiOp0u9DKVJ0C6QrYEgMmsUB120F6oiuZNCzZlbxdVLf6LQ85fqObs6nM4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AeeoHcL9iSdt2RhzbPSImoye3kgPDBNJEaBJ34ZTqllsQceJdruOGNO4ZLnxoGfCM_cW8XBi9ByhaTVDVAeP26oJ0bAmrRsLYGdIOdVXCb5tLQOls5A5nBrC2Bfw_j8jlS44SXvdivNi0ynNmkaJQKiiKkX3498QYmgS_aI_tr9uP97gdQCWFsEcFiOF5lZg0cdECWWpPYaNsCp9ZZhSgATxaVSykPq6mh_pwQw6sOszTf5kdqiyy8W1H7TdqoiOp0u9DKVJ0C6QrYEgMmsUB120F6oiuZNCzZlbxdVLf6LQ85fqObs6nM4&key=AIzaSyDWPErrV479Bg-7vV7q1QA6P22ORi-Xe_w
"Carrer d'Anníbal, 24, Palma",PLACE_82,1.0858160030740172,,AeeoHcK0FCARQaZx2rnmwgbwZcxLJvOWVxJJcqAknehnU6-TfxJJBmaCz11jrQqrVowxRcs1LDwHvJu3ybNJgpH5sFWPDeSVtbKXW6W5KaiKoEjw4ziGmixzB1Ub4Pw3WgzYR8k3MaKAUCEkRZD7AMrEj1u336UbzZ3OuPHh4porpTBalsHouzXcbmOyAl9CGIx2Bs9X8j4giXSx75-9_YdBhrAJKQuiLcLJXqpCtlA69B-9n7CM_2fDlMuODl0uCgs_zPzG4T3VDyq4II6y1BXHxeEpP1qhJD3wYN26xVopOKH__9lPI54,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AeeoHcK0FCARQaZx2rnmwgbwZcxLJvOWVxJJcqAknehnU6-TfxJJBmaCz11jrQqrVowxRcs1LDwHvJu3ybNJgpH5sFWPDeSVtbKXW6W5KaiKoEjw4ziGmixzB1Ub4Pw3WgzYR8k3MaKAUCEkRZD7AMrEj1u336UbzZ3OuPHh4porpTBalsHouzXcbmOyAl9CGIx2Bs9X8j4giXSx75-9_YdBhrAJKQuiLcLJXqpCtlA69B-9n7CM_2fDlMuODl0uCgs_zPzG4T3VDyq4II6y1BXHxeEpP1qhJD3wYN26xVopOKH__9lPI54&key=AIzaSyDWPErrV479Bg-7vV7q1QA6P22ORi-Xe_w
"Carrer de Julià Alvarez, 9, bajos, Palma",PLACE_83,1.1679002857374583,,AeeoHcIYPgkbX9dTPUpRq2OxQG8-97jvMTvY3Mq8-EYMESYtrlvV13IMeoF47QF_2wnC66Mv_RnKSTrukxB1Iz1m1YHPw7u9Y5MBdDRNZMnD3C1uNyYE6JLlrS5f1lYlJPZj8GOS-qoqUcH-MtK5O-RSM1Nkx4n51YH-FGUVAyhXI9XsihxXoQd3pcIB8bD_x8CyZ6NktMfWjXnEMzG_wD9f1uJXzsoMI47IfNGcsESqFAka1OprXImiNS6WXqpvQOUXsJ0eSaFndwXhXXeEaGIOMQ8C-JoSLYfJWD0Hk_km04JLJ6JDkXM,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AeeoHcIYPgkbX9dTPUpRq2OxQG8-97jvMTvY3Mq8-EYMESYtrlvV13IMeoF47QF_2wnC66Mv_RnKSTrukxB1Iz1m1YHPw7u9Y5MBdDRNZMnD3C1uNyYE6JLlrS5f1lYlJPZj8GOS-qoqUcH-MtK5O-RSM1Nkx4n51YH-FGUVAyhXI9XsihxXoQd3pcIB8bD_x8CyZ6NktMfWjXnEMzG_wD9f1uJXzsoMI47IfNGcsESqFAka1OprXImiNS6WXqpvQOUXsJ0eSaFndwXhXXeEaGIOMQ8C-JoSLYfJWD0Hk_km04JLJ6JDkXM&key=AIzaSyDWPErrV479Bg-7vV7q1QA6P22ORi-Xe_w
"Carrer de Desbach, 4, Palma",PLACE_84,1.173745243945204,,AeeoHcLjSeeJNim8pRLa6w3gETSnb1vWHzmwscw7lkfZ9U8xMQEj2w9dwHB6pTWJ7UDXN1FrTABcsV7QYyhiHEJiaOpEpIO2MJGMoCTalMkFVXTrc5Nptc3DlxQH1dZEzoznjf8GR0GLDpoyGGT7UoZnhugjcpgzxI694ccZBwYREnH3arj04sUBcWPyjhZMLXfu-ZW9c3uIjQjBIE_cYRr6-ob-t9udhEGvOIZxR7n1J-JonL-XXM44rr0gsO7Lf58ErStJfxeDqJt3rh4n8qyH6NX_Rd_CDAybTzTJAaiqs6DaZgZERw0cGW4fM6V6cgbi2vCgLaV658hfNiVuhIeMQFhAMoyjlFz50Epvtk_GXn-p4ui1jsJSbcpRJ8WOs8FJiS87EZTz0oqHPQcFtYNJM4iFvwAqMBJo2lLBP13VQxoga08IlYM7MKLrQHDMHdxs-gIAkzxJq_4RnKvbJUU5WMz0n2mHH6muNxv39A3ghHv0_6lMmS9F0ZO-EDZrk7vA2nwGZTbtuuDs0XrR0qEiYSAHtYiUOuf2MCyyJ3HegoA2C3zHE3JmpN3s82BrbIh8nDkNc-ba,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AeeoHcLjSeeJNim8pRLa6w3gETSnb1vWHzmwscw7lkfZ9U8xMQEj2w9dwHB6pTWJ7UDXN1FrTABcsV7QYyhiHEJiaOpEpIO2MJGMoCTalMkFVXTrc5Nptc3DlxQH1dZEzoznjf8GR0GLDpoyGGT7UoZnhugjcpgzxI694ccZBwYREnH3arj04sUBcWPyjhZMLXfu-ZW9c3uIjQjBIE_cYRr6-ob-t9udhEGvOIZxR7n1J-JonL-XXM44rr0gsO7Lf58ErStJfxeDqJt3rh4n8qyH6NX_Rd_CDAybTzTJAaiqs6DaZgZERw0cGW4fM6V6cgbi2vCgLaV658hfNiVuhIeMQFhAMoyjlFz50Epvtk_GXn-p4ui1jsJSbcpRJ8WOs8FJiS87EZTz0oqHPQcFtYNJM4iFvwAqMBJo2lLBP13VQxoga08IlYM7MKLrQHDMHdxs-gIAkzxJq_4RnKvbJUU5WMz0n2mHH6muNxv39A3ghHv0_6lMmS9F0ZO-EDZrk7vA2nwGZTbtuuDs0XrR0qEiYSAHtYiUOuf2MCyyJ3HegoA2C3zHE3JmpN3s82BrbIh8nDkNc-ba&key=AIzaSyDWPErrV479Bg-7vV7q1QA6P22ORi-Xe_w
"07003, Carrer de Blanquerna, 42, Palma",PLACE_85,1.2844435266363092,,AeeoHcJ9Orqw4aZJPtezk2RoUPOEiAp3q9N3oXll0pU7jlqQgCIZ6HgW-gTstrvBaQRtzfvYh-p3sF3KNQ3_cBYGClVu14MOS5xjxWpDZnPwBuuQ7xA3yNrd81umjjcyzsRfmNUrs11s8qgSApNKuiRgrTaQ-V5C6O3AEeJk_HCqeDZD9AjWdXjNdJzjZMqpLJNabD7HFS5DaaccmmRnEjgE9AcHQip9gqPEHG3i3TJ4JlW3fU-wDL1jupm-PaMAHox1xWdaPONbHR0RXdJCgDKiUI3tx927qdvIC9dfdmG1Cb3LqL8xkkg,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AeeoHcJ9Orqw4aZJPtezk2RoUPOEiAp3q9N3oXll0pU7jlqQgCIZ6HgW-gTstrvBaQRtzfvYh-p3sF3KNQ3_cBYGClVu14MOS5xjxWpDZnPwBuuQ7xA3yNrd81umjjcyzsRfmNUrs11s8qgSApNKuiRgrTaQ-V5C6O3AEeJk_HCqeDZD9AjWdXjNdJzjZMqpLJNabD7HFS5DaaccmmRnEjgE9AcHQip9gqPEHG3i3TJ4JlW3fU-wDL1jupm-PaMAHox1xWdaPONbHR0RXdJCgDKiUI3tx927qdvIC9dfdmG1Cb3LqL8xkkg&key=AIzaSyDWPErrV479Bg-7vV7q1QA6P22ORi-Xe_w
"Carrer de Rosselló i Cazador, 17, Palma",PLACE_86,1.3829791660906177,,AeeoHcIPSWHq9hzd_-WanqaN3ptuwqM9oWnr0WS0nxGy7o3VCZf8RgqIoJkGmqMBZAdTO-JuZU4musdZyV6wob_QmeMFhi_NV8_DKiLpicPPgB5sxoQzhM0PwXm3345Nly77_i1nXFSSuWrF7Ba-cDPXoNCzf9QIZhsPb8BdtS3h3RQhlhbtLIArQyZbpa53KgJaQKfiJ0rMPXMZhWIicYr9pKzKqnSOy-4dBiDGCKaEO_0kY1a4mNIZL6N2kkpkohClSzBdQ7UqMsM5CbPn41yc1Wf7FlO3e-54-lSdsFdoDYzmLKWpnRk,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AeeoHcIPSWHq9hzd_-WanqaN3ptuwqM9oWnr0WS0nxGy7o3VCZf8RgqIoJkGmqMBZAdTO-JuZU4musdZyV6wob_QmeMFhi_NV8_DKiLpicPPgB5sxoQzhM0PwXm3345Nly77_i1nXFSSuWrF7Ba-cDPXoNCzf9QIZhsPb8BdtS3h3RQhlhbtLIArQyZbpa53KgJaQKfiJ0rMPXMZhWIicYr9pKzKqnSOy-4dBiDGCKaEO_0kY1a4mNIZL6N2kkpkohClSzBdQ7UqMsM5CbPn41yc1Wf7FlO3e-54-lSdsFdoDYzmLKWpnRk&key=AIzaSyDWPErrV479Bg-7vV7q1QA6P22ORi-Xe_w
"Carrer de Joan Crespí, 18, Palma",PLACE_87,1.454233070037583,,AeeoHcJpJgmKxPmm_PW8M3MTymN4jqNIJv_vSj-_qAsp3yHF5vfemgCsYzNCzizKil83AtIyAbW6yoeXFtsRKSzTmEafm_QQdyrY3ZpKUF8kFM2uXZUNiEmc1_ul-uWNYE5oH5hGl8w-GfXBhdvEWnpcR3oJowNpbGm1DZqtXTQRFEC9FlEId2zZaQEGxmR0GbP0E0dg5VweGynvPuMghxxkmPpRNQVcUm4C2XRQtmDHwqKUK4pU5ASl7zgumrqfwDn_sCnD5CNiMe4Qs2rBb-J37F900SXlh0vyo1w8oUF89INP9FWbk3M,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AeeoHcJpJgmKxPmm_PW8M3MTymN4jqNIJv_vSj-_qAsp3yHF5vfemgCsYzNCzizKil83AtIyAbW6yoeXFtsRKSzTmEafm_QQdyrY3ZpKUF8kFM2uXZUNiEmc1_ul-uWNYE5oH5hGl8w-GfXBhdvEWnpcR3oJowNpbGm1DZqtXTQRFEC9FlEId2zZaQEGxmR0GbP0E0dg5VweGynvPuMghxxkmPpRNQVcUm4C2XRQtmDHwqKUK4pU5ASl7zgumrqfwDn_sCnD5CNiMe4Qs2rBb-J37F900SXlh0vyo1w8oUF89INP9FWbk3M&key=AIzaSyDWPErrV479Bg-7vV7q1QA6P22ORi-Xe_w
"Carrer de Francesc Martí i Móra, 35, Palma",PLACE_88,1.7761775200479204,,AeeoHcKaTta29RnL2AkF50VzOxemeMCIKGV-rViav1rIRVGIYaWQj0Zg4Hv6KFXBqHoZkc5iBkAhC0tt7r_nymVJl2BWzsBODTBsC4NRa14KzV9_ECEbe4Gqs-jcVX8MwUuOJjaCb_fDOT0LXs8rFgQHL9dAs5AEuRvekyNYB3OCgywP_mQMYc4hLj8-cba-hWq0PkGqrg9mDtaHfFVLvVdfsuuzc5N8nQYRy8XWTQqU2RMT9KWpH02zGrqL3LckvhLADZWN--nxqIkebuyyboz7R3ltFWgrJEQ_8m2HjjkRHG04SVij07w,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AeeoHcKaTta29RnL2AkF50VzOxemeMCIKGV-rViav1rIRVGIYaWQj0Zg4Hv6KFXBqHoZkc5iBkAhC0tt7r_nymVJl2BWzsBODTBsC4NRa14KzV9_ECEbe4Gqs-jcVX8MwUuOJjaCb_fDOT0LXs8rFgQHL9dAs5AEuRvekyNYB3OCgywP_mQMYc4hLj8-cba-hWq0PkGqrg9mDtaHfFVLvVdfsuuzc5N8nQYRy8XWTQqU2RMT9KWpH02zGrqL3LckvhLADZWN--nxqIkebuyyboz7R3ltFWgrJEQ_8m2HjjkRHG04SVij07w&key=AIzaSyDWPErrV479Bg-7vV7q1QA6P22ORi-Xe_w
"Carrer de Cotlliure, 1, Palma",PLACE_89,2.016125720201744,,,
"Carrer de Colom, 15, Palma",PLACE_90,0.1514875766030515,,AeeoHcLRhMP7XnAiLWefV3-ytC4E7qN63C5vwzR2D0YwcOu5xr4TtXHi5QHBc2lns3vyNKWEhWe1qtBSKT7d0vhQYQ7ZdsRj4MJAGs0WhfQ0J_cPuDV17F7i0fFqJlanfdvJwzJu5mwTn7oxppS7e5EKQ2GYdT5VtlE0BTElyLBqUvwL53MQOZDbYg5AB0OyKarv7XGNgFY9Mfu-rFaGHi0vjIqQrIk16Rxv5YrKmG_WR5Ae5gEKwYYGBbYaFcFG2k8pOLWIYCBccXTLZJ9jgOpuV6E9EC3piJpgcFcC5XI7zrmHQGWONp3BPwgZVeAu4JTsCfZSUi6ZJFt5UmUWwJBlw4tHUFOpphrWcZr_cvYAGbr1Ddzrb684ioxHi5wEKGkvm8MKrprV_T17fMg_t_NFugdA4i0BnpMNwZzVYTOr1ivz7cdBJPKdbExXMbFo6-IFs-fclcg3B5UvZ5Ug96zLi0jKBn8L9UWw0FwrfP81e7TaURDQu2IfRJizGaosvkMNlCqbEJAditlDC_grsElxfGCqCWcfz3_LMgyVxO71_q0CUUfsc0ruG4snTSrLYRVvP4oCd5xP,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AeeoHcLRhMP7XnAiLWefV3-ytC4E7qN63C5vwzR2D0YwcOu5xr4TtXHi5QHBc2lns3vyNKWEhWe1qtBSKT7d0vhQYQ7ZdsRj4MJAGs0WhfQ0J_cPuDV17F7i0fFqJlanfdvJwzJu5mwTn7oxppS7e5EKQ2GYdT5VtlE0BTElyLBqUvwL53MQOZDbYg5AB0OyKarv7XGNgFY9Mfu-rFaGHi0vjIqQrIk16Rxv5YrKmG_WR5Ae5gEKwYYGBbYaFcFG2k8pOLWIYCBccXTLZJ9jgOpuV6E9EC3piJpgcFcC5XI7zrmHQGWONp3BPwgZVeAu4JTsCfZSUi6ZJFt5UmUWwJBlw4tHUFOpphrWcZr_cvYAGbr1Ddzrb684ioxHi5wEKGkvm8MKrprV_T17fMg_t_NFugdA4i0BnpMNwZzVYTOr1ivz7cdBJPKdbExXMbFo6-IFs-fclcg3B5UvZ5Ug96zLi0jKBn8L9UWw0FwrfP81e7TaURDQu2IfRJizGaosvkMNlCqbEJAditlDC_grsElxfGCqCWcfz3_LMgyVxO71_q0CUUfsc0ruG4snTSrLYRVvP4oCd5xP&key=AIzaSyDWPErrV479Bg-7vV7q1QA6P22ORi-Xe_w
